Center Image,Left Image,Right Image,Steer Angle,Throttle,Speed_n,Epsilon
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_36_391.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_36_391.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_36_391.jpg,0,1,0,30.19031
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_36_481.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_36_481.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_36_481.jpg,-0.15,1,0,30.18424
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_36_582.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_36_582.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_36_582.jpg,-0.4,1,0,30.15751
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_36_651.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_36_651.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_36_651.jpg,0,1,0,30.18741
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_36_738.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_36_738.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_36_738.jpg,0,1,0,30.18998
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_36_843.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_36_843.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_36_843.jpg,0,1,0,30.19024
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_36_932.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_36_932.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_36_932.jpg,0,1,0,30.1907
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_36_999.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_36_999.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_36_999.jpg,0,1,0,30.19028
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_37_106.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_37_106.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_37_106.jpg,-0.25,1,0,30.17503
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_37_176.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_37_176.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_37_176.jpg,-0.45,1,0,30.15165
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_37_264.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_37_264.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_37_264.jpg,-0.6500001,1,0,30.12764
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_37_334.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_37_334.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_37_334.jpg,-0.8500001,1,0,30.10506
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_37_436.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_37_436.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_37_436.jpg,0,1,0,30.15942
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_37_510.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_37_510.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_37_510.jpg,0,1,0,30.17516
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_37_601.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_37_601.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_37_601.jpg,0,1,0,30.18845
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_37_696.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_37_696.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_37_696.jpg,0,1,0,30.19016
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_37_764.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_37_764.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_37_764.jpg,0,1,0,30.19029
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_37_851.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_37_851.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_37_851.jpg,0,1,0,30.19032
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_37_926.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_37_926.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_37_926.jpg,0,1,0,30.19027
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_38_027.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_38_027.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_38_027.jpg,0,1,0,30.19072
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_38_124.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_38_124.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_38_124.jpg,-0.1,1,0,30.18726
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_38_193.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_38_193.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_38_193.jpg,-0.25,1,0,30.17424
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_38_289.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_38_289.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_38_289.jpg,-0.5000001,1,0,30.14634
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_38_381.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_38_381.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_38_381.jpg,-0.7500002,1,0,30.11366
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_38_448.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_38_448.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_38_448.jpg,0,1,0,30.17547
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_38_516.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_38_516.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_38_516.jpg,0,1,0,30.18799
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_38_616.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_38_616.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_38_616.jpg,0,1,0,30.18976
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_38_715.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_38_715.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_38_715.jpg,0,1,0,30.18874
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_38_812.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_38_812.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_38_812.jpg,0,1,0,30.19083
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_38_879.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_38_879.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_38_879.jpg,0,1,0,30.19039
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_38_971.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_38_971.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_38_971.jpg,0,1,0,30.19057
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_39_043.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_39_043.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_39_043.jpg,-0.2,1,0,30.18018
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_39_139.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_39_139.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_39_139.jpg,-0.45,1,0,30.15108
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_39_209.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_39_209.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_39_209.jpg,-0.6000001,1,0,30.13269
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_39_309.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_39_309.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_39_309.jpg,0,1,0,30.16551
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_39_406.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_39_406.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_39_406.jpg,0,1,0,30.18769
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_39_499.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_39_499.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_39_499.jpg,0,1,0,30.19103
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_39_567.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_39_567.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_39_567.jpg,0,1,0,30.19058
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_39_662.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_39_662.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_39_662.jpg,0,1,0,30.19033
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_39_730.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_39_730.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_39_730.jpg,0,1,0,30.19036
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_39_819.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_39_819.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_39_819.jpg,-0.15,1,0,30.18511
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_39_891.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_39_891.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_39_891.jpg,-0.3,1,0,30.16789
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_39_963.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_39_963.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_39_963.jpg,-0.5000001,1,0,30.14434
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_40_032.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_40_032.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_40_032.jpg,-0.6500001,1,0,30.12784
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_40_125.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_40_125.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_40_125.jpg,0,1,0,30.18684
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_40_233.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_40_233.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_40_233.jpg,0,1,0,30.18966
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_40_336.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_40_336.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_40_336.jpg,0,1,0,30.19028
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_40_431.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_40_431.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_40_431.jpg,0,1,0,30.19029
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_40_524.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_40_524.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_40_524.jpg,0,1,0,30.19029
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_40_615.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_40_615.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_40_615.jpg,-0.25,1,0,30.1749
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_40_713.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_40_713.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_40_713.jpg,-0.45,1,0,30.15153
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_40_806.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_40_806.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_40_806.jpg,-0.7,1,0,30.121
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_40_874.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_40_874.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_40_874.jpg,0,1,0,30.18229
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_40_942.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_40_942.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_40_942.jpg,0,1,0,30.18817
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_41_042.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_41_042.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_41_042.jpg,0,1,0,30.19009
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_41_115.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_41_115.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_41_115.jpg,0,1,0,30.19023
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_41_191.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_41_191.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_41_191.jpg,-0.1,1,0,30.18854
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_41_287.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_41_287.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_41_287.jpg,-0.35,1,0,30.16491
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_41_373.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_41_373.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_41_373.jpg,-0.5500001,1,0,30.13989
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_41_472.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_41_472.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_41_472.jpg,0,1,0,30.17458
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_41_557.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_41_557.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_41_557.jpg,0,1,0,30.18822
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_41_640.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_41_640.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_41_640.jpg,0,1,0,30.18995
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_41_710.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_41_710.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_41_710.jpg,0,1,0,30.19027
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_41_784.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_41_784.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_41_784.jpg,0,1,0,30.1903
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_41_858.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_41_858.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_41_858.jpg,0,1,0,30.18994
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_41_933.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_41_933.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_41_933.jpg,0,1,0,30.19037
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_42_006.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_42_006.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_42_006.jpg,0,1,0,30.19029
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_18_42_080.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_18_42_080.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_18_42_080.jpg,0,1,0,30.1901
